"","score","text"
"1521",0,"magax trumptrain"
"1522",-1,"thehill shit sherlock couldve well gone one kill"
"1523",0,"temperament"
"1524",0,"hillarious makeamericagreatagain realjameswoods retweet"
"1525",0,"watch call woman"
"1526",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1527",-1,"jeffomalleyusa ouch spilled nuke response time enemies classifiedinformation chalk another one"
"1528",0,"wikileak release email part"
"1529",-1," full house miami stumping voter say still undecided student"
"1530",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1531",1,"think michael moores new movie attempt bernie support ship pass debatenight steinbaraka"
"1532",-1,"truth budget went charitable grants crook liar"
"1533",0,"wikileak release email part htt"
"1534",-1,"flaunttnualf ugh democrat vote hillarious must absolutely embarrassed hillarybecause"
"1535",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1536",0,"comermd want invest people people waitwhat thursdaythoughts trumpbookreport"
"1537",1,"great editranked vine yung french friend"
"1538",0,"wikileak release email part"
"1539",0,"lifenewshq hillaryforprison trumptrain"
"1540",0,"grrrgraphics new cartoon debatenight third round trumpbookreport riggedelection"
"1541",-1,"flaunttnualf ugh democrat vote hillarious must absolutely embarrassed hillarybecause"
"1542",-1,"sfgate moron embarrassed"
"1543",-1,"twright treat people disagree"
"1544",-2,"freejulian collusion nothin woman wont destroy live"
"1545",0,""
"1546",0,"wikileak release email part"
"1547",1,"doesnt even believe american people even support deserve answer"
"1548",-3,"teamtrumpco outlets laraza judge wife link nastywoman reveal fake racism attack woman millennial"
"1549",0,"firstpost wrap final debate"
"1550",0,"wikileak release email part"
"1551",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"1552",0,"tomvegas trumpbookreport debate debate hillarybecause"
"1553",1,"realscotternst dem enlisted mileycyrus millennial women vote bc mc great role model cl"
"1554",0,"politweecs point az poll interview nearly twice manipo democrat republican"
"1555",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1556",1,"realscotternst dem enlisted mileycyrus millennial women vote bc mc great role model cl"
"1557",-1,"still lie smh"
"1558",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1559",1,"chatrevolve look say little mr right"
"1560",0,"wikileak release email part"
"1561",0,"lynnwoodcock kellyannepolls danscavino mitchellvii proof msm watch"
"1562",-1,"tagesthemen tagesschau inaruck fragt mal warum zwangsfinanzierte medienmafia propaganda für"
"1563",1,"potus hillarious elect want winner whiner mister"
"1564",-1,"voterosch domestic terror flourished democrat rule economics much sam"
"1565",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1566",0,"ebaird abouttrump funniest debate politi"
"1567",0,"wikileak release email part"
"1568",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1569",0,"let see populace rallies show picture document crowd b"
"1570",-1,"disgusting regard life vote vote kill nearly fullterm babies"
"1571",-1,"teamtrumpco choo choo brakes even nastywoman stuck crossing woman millennial latinos basem"
"1572",0,"guioteca madonna sorprende con la más increíble ofertasexual para quienes voten por"
"1573",0,"must see video video want taken internet brunelldonald"
"1574",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1575",0,"comermd want invest people people waitwhat thursdaythoughts trumpbookreport"
"1576",1,"pollhq trust debate"
"1577",0,"grrrgraphics new cartoon debatenight third round trumpbookreport riggedelection"
"1578",0,"nigel"
"1579",1,"pollhq trust debate"
"1580",0,"thereallukevans god go shes annihilating debate"
"1581",0,"happen u tell truth mainstreammedia"
"1582",0,"wikileak release email part"
"1583",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1584",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1585",0,"wikileak release email part"
"1586",0,"comermd want invest people people waitwhat thursdaythoughts trumpbookreport"
"1587",-3,"teamtrumpco outlets laraza judge wife link nastywoman reveal fake racism attack woman millennial"
"1588",-1,"twright treat people disagree"
"1589",0,"hcjr stanleycandle amphelgavonneuhausen way tothedebatelastniteinvegas"
"1590",1,"crushed effective serial debate modern politi historia"
"1591",-1,"grammashan u believe lie american voter poll poll vote elect veterans repub"
"1592",0,"comermd want invest people people waitwhat thursdaythoughts trumpbookreport"
"1593",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1594",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1595",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1596",0,"bilderberggroup ever hear saudi manchuriancandidate saudi handler humaabedin humaabedin"
"1597",0,"wikileak release email part"
"1598",0," one woman goes win shame voterregistrationday latinvote"
"1599",0,"wait flotus strongertogether elect"
"1600",0,"iowatrump debatenight third round trumpbookreport riggedelection"
"1601",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1602",0,"received first nation secured briefing august spilled nuclear launch time natnl tv oct"
"1603",-1,"twright treat people disagree"
"1604",-1,"outwidit understanding hillaryclintona email scandal trumppence dtmag trumpbookreport presidenttrump"
"1605",0,"wikileak release email part"
"1606",0,"americafirst leader bound rule law must held account action"
"1607",0,"hvilken av de narsissistisk psykopat løgnere blir presidencial eller"
"1608",0,"comermd want invest people people waitwhat thursdaythoughts trumpbookreport"
"1609",-1,"u believe lie american voter poll poll vote elect veterans republican democrat"
"1610",0,"bilderberggroup ever hear saudi manchuriancandidate saudi handler humaabedin humaabedin"
"1611",0,"grrrgraphics new cartoon debatenight third round trumpbookreport riggedelection"
"1612",1,"top aid lamented muslim man white man san bernardino shooter email release wiki"
"1613",0," will vote november th elect debate debate decision garyjohns"
"1614",-2,"thomaspaine intense pressure silence wikileak proposed drone strike julian assange wikileak ht"
"1615",-1,"bilderberggroup humaabedin biggest problem anthonyweiner saudi manchuriancandiate humaabedin ht"
"1616",0,"comermd want invest people people waitwhat thursdaythoughts trumpbookreport"
"1617",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1618",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1619",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1620",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1621",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1622",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1623",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1624",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1625",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1626",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1627",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1628",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1629",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1630",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1631",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1632",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1633",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1634",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1635",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1636",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1637",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1638",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1639",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1640",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1641",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1642",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1643",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1644",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1645",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1646",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1647",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1648",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1649",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1650",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1651",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1652",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1653",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1654",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1655",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1656",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1657",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1658",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1659",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1660",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1661",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1662",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1663",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1664",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1665",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1666",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1667",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1668",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1669",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1670",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1671",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1672",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1673",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1674",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1675",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1676",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1677",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1678",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1679",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1680",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1681",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1682",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1683",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1684",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1685",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1686",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1687",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1688",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1689",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1690",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1691",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1692",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1693",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1694",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1695",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1696",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1697",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1698",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1699",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1700",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1701",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1702",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1703",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1704",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1705",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1706",0,"stillkhaleesi parenthood come sunday lunch need act civil"
"1707",0,"bilderberggroup hillaryclintona handler humaabedin saudi wahabi raise jeddah saudiarabia humaabedin morningjoe"
"1708",-1," full house miami stumping voter say still undecided student"
"1709",-1,"omg scare make one nastywoman grandmasmile youdbeinjail"
"1710",0,""
"1711",0,"bilderberggroup saudi handler background w saudiarabia wahabi foundation humaabedin ht"
"1712",-2,"golddebt debate debatenight imwithhere fbi hillarious disgusting traitor spilled us secret carelessl"
"1713",0,"bilderberggroup u question humaabedin influence humaabedin"
"1714",1,"chatrevolve look say little mr right"
"1715",0,"teamtrumpco stick fork itgthillaryclinton millennial hillarious blacktwitter blackwomenvote latinos wom"
"1716",0,"democrat free blowjob hillarious gross hillarymustwithdraw"
"1717",0,"foxnation meet general whos pay hillarious clintonbodycount since general"
"1718",0,"clintonfoundation"
"1719",-1,"counted last three presidential debate donald told lie"
"1720",0,"wikileak release email part"
"1721",-1,"voxdotcom lie say support kill unborn babies"
"1722",0,"hey college may well free considered complete worthless obamacare jobless trumppence"
"1723",0,"interview hrc look good tv old haggard otherwise"
"1724",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"1725",1,"maizahameed realize wore red first debate blue second white third thatcher patriot"
"1726",0," trumparmy campaign full breitbart steam ahead p ctl tntweeters u"
"1727",0,"jillstein hillarious trumptrain"
"1728",0,"comermd want invest people people waitwhat thursdaythoughts trumpbookreport"
"1729",0,"votetrumppence makeamericasafeagain makeamericagreatagain nbc cbs"
"1730",-1,"mjoyce jimdog manipo way cheat final debate dcclothe"
"1731",-1,"latinafortrump coward woman debatenight wikileak"
"1732",0,"release email part saharahshae"
"1733",-3,"chatrevolve breaking haitian man stole million friend told clintonbodycount b stolen mo"
"1734",-2,"foxnation debate check eight hillarious lie debunked debate lie debunked"
"1735",0,"comermd want invest people people waitwhat thursdaythoughts trumpbookreport"
"1736",0,"debate debatenight hillaryrottonclinton msnbc msnbc"
"1737",0,"wikileak release email part"
"1738",0,"countries seanhannity trialed call attempt coup given fact"
"1739",0,"comermd want invest people people waitwhat thursdaythoughts trumpbookreport"
"1740",0,"comermd want invest people people waitwhat thursdaythoughts trumpbookreport"
"1741",0," face dem take ur pick afterall u vote"
"1742",1,"top aid lamented muslim man white man san bernardino shooter email release wiki"
"1743",0,"wikileak release email part"
"1744",0,"check vote ya tote bag teespring nastywomen"
"1745",0,"debate strongertogether pennsylvania california "
"1746",-3,"youre lie unfit joke hillarytaunt hillarious hrc"
"1747",0,"wikileak release email part"
"1748",0,"votetrumppence makeamericasafeagain makeamericagreatagain nbc cbs"
"1749",0,"hillarious elect politi"
"1750",2,"dvatw love smile debatenight"
"1751",0,"onlinemagazin usa way third final tv debate lasvegas donald med"
"1752",1,"chatrevolve look say little mr right"
"1753",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"1754",0,"bilderberggroup yes hillaryclintona senior aid humaabedein work saudi terror group humaabedin saudiembassyusa ht"
"1755",0,"telemundo vicentefdez anoche viví una noche muy emotiva en mi encuentro con expresó el cantante mexicano"
"1756",0,"still unanswered still unaccountable still"
"1757",-1,"time quadruple fines jail time criminal politician edmangano johnvenditto"
"1758",2,"dvatw love smile debatenight"
"1759",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"1760",0,"wikileak release email part"
"1761",1,"realscotternst dem enlisted mileycyrus millennial women vote bc mc great role model cl"
"1762",-1,"ugh democrat vote hillarious must absolutely embarrassed hillarybecause"
"1763",0," christichat pjstrikeforce emfingersscout"
"1764",0,"wikileak release email part"
"1765",-3,"teamtrumpco outlets laraza judge wife link nastywoman reveal fake racism attack woman millennial"
"1766",-1,"return money lose donated bribe wikileak"
"1767",1,"read tweet extremely important words read remember exact opposite wikile"
"1768",0,"wikileak release email part"
"1769",0,"elsudcalif paceños ya vieron el video del festejo entre vicentefdez y después del debate gt"
"1770",1,"reading backer win reading ask question find "
"1771",0,"comermd want invest people people waitwhat thursdaythoughts trumpbookreport"
"1772",-2,"want bad bad hombre street woman sheets debate "
"1773",-1,"ma danney williams billclinton illegitimate son uselection"
"1774",0,"wikileak release email part"
"1775",-3,"teamtrumpco outlets laraza judge wife link nastywoman reveal fake racism attack woman millennial"
"1776",-1,"davidvitter media give free pass refuse answer qs corrupt clintonfoundation selling access"
"1777",0,"convention center hall almost filled still hour go michelle take stage flotus"
"1778",0,"hillarious nastywoman riggedelection rig voterfraud email wikileak followthemoney"
"1779",-1,"vividly defended idea lateterm partialbirth abort boldly took st"
"1780",0,"iowatrump debatenight third round trumpbookreport riggedelection"
"1781",2,"bedburgpuetz andrejpwalker best gun salesman may surpass"
"1782",1,"realscotternst dem enlisted mileycyrus millennial women vote bc mc great role model cl"
"1783",0,"ma se vince le elezioni madonna inizia da billclinton rispettare il suo impegno oralendorsement ognipromessaèdebito"
"1784",0,"judymorris expose foundation ties suspected human organ trafficker clintonfoundation"
"1785",0,"comermd want invest people people waitwhat thursdaythoughts trumpbookreport"
"1786",0,"comermd want invest people people waitwhat thursdaythoughts trumpbookreport"
"1787",0,"onlinemagazin usa way third final tv debate lasvegas donald med"
"1788",0,"line hear flotus speak saw lol"
"1789",0,"wikileak release email part"
"1790",0,"madonna sorprende con la más increíble ofertasexual para quienes voten por"
"1791",0,"podian faltar los famosos meme tras el er debate presidencial entre y zlaredo"
"1792",0,"iowatrump debatenight third round trumpbookreport riggedelection"
"1793",0," will vote november th elect debate debate decision garyjohns"
"1794",1," sure manipo hillaryparadoxbook writers will wear nastywoman badge honor"
"1795",0,"wikileak release email part new email"
"1796",0,"democrat strategist bobbeckel now call julianassange assassinated ca"
"1797",-2,"biggest lie last night bullshit launch nuclear weapons classified info"
"1798",0,"wikileak release email part"
"1799",0,"let stop donthecon degeneratedon disreputabledon treacheroustrump landslide"
"1800",0,"timsclark wait low opinion catholic list getinthesea long basementdwellers superpredators bas"
"1801",0,"hillaryesp deja en la lona entérate todo aquí votolatino azteca telemundo"
"1802",-1,"senatorreid cant seem find byhookorbycrook clause constitution guess democrat lie"
"1803",0,"realscotternst hillaryclintona role model young women lenadunham sarahsilverman mileycyrus"
"1804",0,"imwither nastywomen"
"1805",1,"sameenamustafa thank nastywoman go presidencial madampresident"
"1806",1,"trumphope proud trumpster votetrump crookedclinton bernieorbust add percent follow back"
"1807",0,"grrrgraphics new cartoon debatenight third round trumpbookreport riggedelection"
"1808",0,"wikileak release email part"
"1809",0,"clintonfoundation answer stored clintonscandals clintonson"
"1810",0,"surprise announced classified info tv votetrumppence makeamericagreatagain"
"1811",-1,"vividly defended idea lateterm partialbirth abort boldly took st"
"1812",0,"turn us presidential candidata chatbots etiennemerineau chatbotsmag"
"1813",0,"live pres speech miami gardens floct rallies miami"
"1814",-1," full house miami stumping voter say still undecided student"
"1815",-1,"latinafortrump coward woman debatenight wikileak"
"1816",0,"realscotternst hillaryclintona role model young women lenadunham sarahsilverman mileycyrus"
"1817",0,"omg thought psycho nuclear weaponsgod help us"
"1818",2,"nightline love love hillarious"
"1819",0,"release email part elianabenador"
"1820",0,"made chinese steel jibed future presidencial woman made american steel"
"1821",0,"realscotternst hillaryclintona role model young women lenadunham sarahsilverman mileycyrus"
"1822",0,"dailypollsx will vote presidencial retweet poll dailypoll debatenight elect"
"1823",0,"hillarious since day one debate deathrowrecords "
"1824",0,"comermd want invest people people waitwhat thursdaythoughts trumpbookreport"
"1825",1,"chatrevolve look say little mr right"
"1826",1,"realscotternst dem enlisted mileycyrus millennial women vote bc mc great role model cl"
"1827",0,"elect debatenight cnnpolitics"
"1828",0,"wikileak release email part"
"1829",0,"sputnikint vijayprashad tonyblair trialed jail warcrimes libya"
"1830",0,"quelle est preuve accablante de wikileak contractor elle couche avec daech et goldman sachs les"
"1831",-1,"representpledge hillaryclintona debate answer abort need women politi askaboutabo"
"1832",0,"deathrowrecords"
"1833",0,"mosalahshoor electionhumor elect smshow frangeladuo"
"1834",0,"stephenking tdjones certain cant put hand corruptcriminal"
"1835",0," debatenight debate wakeupamerica draintheswamp november th will vote"
"1836",1,"wakeupamerica doesnt now handle sensitive information"
"1837",0,"release email part elianabenador"
"1838",0,"wikileak release email part"
"1839",-1,"theoptionoracle separate falling right lap another failure state philippines ht"
"1840",0,"release email part elizbethlmaness"
"1841",0," official general elect debate result p ctl tntweeters uniteblue"
"1842",0,"wikileak release email part"
"1843",0,"wikileak release email part"
"1844",1,"realscotternst dem enlisted mileycyrus millennial women vote bc mc great role model cl"
"1845",-2,"good death mosul bad death aleppo debate debatenight debate hillarious"
"1846",0,"release email part gmulligan"
"1847",0,"ha hillarious madamepresident debate presidentialdebate"
"1848",-2,"trumpmypres debate factcheck wrong late term abort outnumbered christ"
"1849",0,"paulinepark spent year sec state push frackingaccelerating jillnothill"
"1850",0,"wikileak release email part"
"1851",0,"tupac deathrowrecords debate debatenight"
"1852",1,"us intelligence agencies lol hillarious iamwithher trumppence"
"1853",-1,"domestic terror flourished democrat rule economics much mor"
"1854",0,"wikileak release email part"
"1855",0,"wikileak release email part"
"1856",-1," donald lie time debatenight p ctl tntweeters u"
"1857",-2,"campaign contractor robertcreamer caught voterfraud video sting felon paid hillarious dnc"
"1858",0,"judgenap new fbi document show bribe offer agents email investigation"
"1859",0,"telemundo vicentefdez anoche viví una noche muy emotiva en mi encuentro con expresó el cantante mexicano"
"1860",-2,"campaign apologizes honestmistake dumping bus raw sewage storm drain back"
"1861",0,"jpykurdish whistleblower amberlyon former correspondent busted censoring news behalf donors never"
"1862",0,"system rig wikileak"
"1863",0,"wikileak release email part"
"1864",0,"lol dnc mail funniest"
"1865",0,"karlaiberia y porqué festejó su triunfo en el er debate con vicente fernández y los tigres del norte lasnoticiasc"
"1866",0,"ntrvl cnnbrk maddow msnbc nastywomen debatenight trumpisunfit stro"
"1867",2,"dvatw love smile debatenight"
"1868",0,"wikileak release email part"
"1869",2,"dvatw love smile debatenight"
"1870",0,"mainstream media cover wikileakssurprise educated people arehillaryclinton secured risk"
"1871",0,"approve abort weeks yr answer god help"
"1872",1,"belongs jail shouldnt even right run presidencial"
"1873",0,"comermd want invest people people waitwhat thursdaythoughts trumpbookreport"
"1874",0,"wikileak release email part"
"1875",0,"wikileak release email part"
"1876",0,"comermd want invest people people waitwhat thursdaythoughts trumpbookreport"
"1877",0,"jaecreitch debate debatenight benghazi tanto h"
"1878",0,"izzieadams usa ingodwetrust americafirst clintonfoundation trumptrain"
"1879",-1,"dear msnbc one believe american die day iraq said boots ground bubblelife"
"1880",0,"wikileak release email part"
"1881",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"1882",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"1883",0,"wikileak release email part"
"1884",0,"trumpbookreport debate debate hillarybecause"
"1885",0,"theoptionoracle conscience partialbirthabortion okay please retweet j"
"1886",0,"comermd want invest people people waitwhat thursdaythoughts trumpbookreport"
"1887",0,"therebeltv please debate tcot therebeltv"
"1888",0,"judgenap new fbi document show bribe offer agents email investigation"
"1889",0,"comermd want invest people people waitwhat thursdaythoughts trumpbookreport"
"1890",-1,"brookebcnn shouldnt answer wikileak lopsided rnc email wld legitimatize putin usa hacker attack"
"1891",0,"video day us elect paulhenryshow talking doctor maria armoudian"
"1892",0,"realscotternst hillaryclintona role model young women lenadunham sarahsilverman mileycyrus"
"1893",0,"wikileak release email part"
"1894",1,"hfa youre welcome shotsfired anotherlie"
"1895",0,"sne much playstation sne pt gotnostrings logan trumpbookreport tpp"
"1896",-1,"cbs nbc msnbc dnc congress corrupt together"
"1897",0,"presidentialdebate"
"1898",-3,"teamtrumpco outlets laraza judge wife link nastywoman reveal fake racism attack woman millennial"
"1899",0," debate bot ai bot chatbots convcomm"
"1900",-2,"trumpmypres countries elect despicable crook nest presidencial screw"
"1901",1,"realscotternst dem enlisted mileycyrus millennial women vote bc mc great role model cl"
"1902",0,""
"1903",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"1904",0,"wikileak release email part"
"1905",0,"us intelligence agencies huge lie hillarious iamwithher trumppence"
"1906",0,"gypsydragup sold payforplay tgowdysc azgop fox nbcdfw"
"1907",-2,"debsellsslc yrs experience yrs failure chriswallace trp allegations verses billclinton real victimshilla"
"1908",1," factcheck yes want double capital gains tax"
"1909",-1,"washtimes email show concern inside camp trade access foreign donated h"
"1910",0," factcheck yes hillaryclintona contributed rise"
"1911",0,"vecentefernandez finaldebate"
"1912",0,"grrrgraphics will take gun execute order debatenight shelies"
"1913",0,"gypsydragup sold payforplay tgowdysc azgop fox nbcdfw"
"1914",0,"vicentefernandez"
"1915",0,"grrrgraphics new cartoon debatenight third round trumpbookreport riggedelection"
"1916",2,"dvatw love smile debatenight"
"1917",0,"le agradece vicentefernández con un cálido abrazo el corrido que le escribió"
"1918",0,"iowatrump debatenight third round trumpbookreport riggedelection"
"1919",0,"iowatrump debatenight third round trumpbookreport riggedelection"
"1920",0,"grrrgraphics say govern business make person decision yet want govern involved"
"1921",-1,"israelnewsnow israeltheregion jewishtimes final debate rbg soros iran lost amid"
"1922",1,"martyaangelo women support quite reveal lenadunham sarahsilverman mileycyrus trumptra"
"1923",0,"realscotternst hillaryclintona role model young women lenadunham sarahsilverman mileycyrus"
"1924",0,"want invest people people waitwhat thursdaythoughts trumpbookreport"
"1925",0,"now doesnt prep debate im sure will barnstorm across countries debate elect"
"1926",0,"le agradece vicentefernández con un cálido abrazo el corrido que le escribió"
"1927",-2,"foxnation debate check eight hillarious lie debunked debate lie debunked"
"1928",0,"release email part saharahshae"
"1929",0,"repeated deathrowrecords three debate"
"1930",1,"realscotternst dem enlisted mileycyrus millennial women vote bc mc great role model cl"
"1931",1,"realscotternst dem enlisted mileycyrus millennial women vote bc mc great role model cl"
"1932",0,"listen cop pulls speeding might let u go fbi "
"1933",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"1934",0,"hfa"
"1935",0,"grrrgraphics russian wikileak putin boogeymen"
"1936",0,"grrrgraphics new cartoon debatenight third round trumpbookreport riggedelection"
"1937",3,"dvatw poll point win bit like poll point remain win euref"
"1938",-1,"doctor strange trumpbookreport trumptrain trumptapes trumppence evanmcmullin "
"1939",0," current potus everyone read draintheswamp paytoplay elect"
"1940",0,"debate bot ai bot chatbots convcomm"
"1941",-3,"teamtrumpco outlets laraza judge wife link nastywoman reveal fake racism attack woman millennial"
"1942",0,"said guy wikileak dncleak"
"1943",0,"wikileak release email part"
"1944",-1,"potus damage control barackobama potus thewhitehouse theveritastapes veritastapes"
"1945",0,"telemundo vicentefdez anoche viví una noche muy emotiva en mi encuentro con expresó el cantante mexicano"
"1946",-1,"zestytrump destroy debate grownup"
"1947",0,"release email part veganvecoh"
"1948",0,"trumppence"
"1949",0,"iowatrump debatenight third round trumpbookreport riggedelection"
"1950",0,"trumpmypres christichat pjstrikeforce vickybrush missie mjgr"
"1951",0,"wikileak release email part"
"1952",0,"wikileak release email part"
"1953",0,"wikileak release email part"
"1954",-1,"theoptionoracle separate falling right lap another failure state philippines ht"
"1955",0,"wikileak release email part"
"1956",0,"will never can never vet presidencial even ass bought way"
"1957",1," won debate debatenight debate"
"1958",0,"participate final presidential debate universityofnevada las veganvecoh"
"1959",-1,"vividly defended idea lateterm partialbirth abort boldly took st"
"1960",0,"wikileak release email part"
"1961",0,"voterosch support want pay million make fake alqaeda video leftistluna"
"1962",0,"realscotternst hillaryclintona role model young women lenadunham sarahsilverman mileycyrus"
"1963",1,"daystotrump ill go money yeah youre good debatenight"
"1964",-1,"rig elect real right make mistake campaign plan steal t"
"1965",-3,"whatever difference hillarious lie lie tell white lie"
"1966",0,"realscotternst hillaryclintona role model young women lenadunham sarahsilverman mileycyrus"
"1967",0,"marksleboda didnt feel need tell american people world saudiarabia qatar fundi"
"1968",-1,"madjewesswoman cheat debate device podium trumparmy c"
"1969",0,"ericquixano para los fan de branding"
"1970",-1,"stop corrupt"
"1971",0,"bad ass room male power walk move proud woman ty imwither womenruletheworld"
"1972",0,"voterosch support want pay million make fake alqaeda video leftistluna"
"1973",2,"dvatw love smile debatenight"
"1974",0,"wikileak release email part"
"1975",0,"votetrumppence makeamericasafeagain makeamericagreatagain nbc cbs hillaryclintonemails"
"1976",0,"us intelligence agencies huge lie hillarious iamwithher trumppence"
"1977",0,"wikileak release email part"
"1978",0,"kellyannepolls danscavino mitchellvii proof msm watch"
"1979",-1,"yo fuck situation"
