"score","text"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
0,"uinvitedu debate pnpcbc"
1,"kazmierskir man say daughter piece ass can never ever respect women uselection"
1,"a law let make clear world want presiden retweet"
1,"think women objects hrc good enough crook prez think just black xanax till dec"
1,"a law let make clear world want presiden retweet"
0,"hinted challenge poll result losesimrankhan past three year"
-2,"kharyp uncle joe said may stupid know damage hes nevertrump imwithher"
0,"doubt go laugh quit bit tonight sometimes even appropriate moment"
0,"torstareditor ddale toronto star front page friday just suggestion"
0,"hawk russia presiden whitehouse"
0,"a law evidence since beginning rallies debate poll total landslide debate"
-2,"kharyp uncle joe said may stupid know damage hes nevertrump imwithher"
0,"almost done notdone finished richlivesmatter donaldchump canvas art painting make"
0,"almost done notdone finished richlivesmatter donaldchump canvas art"
0,"mhonividente prediccioncumplida aceptaría su derrota"
0,"rtamerica elect video newswithed budjackson"
-1,"swallow madonna want old blowjob gross madonna"
-1,"wow shit knew orange circus peanut dick asshole trigger nevertrump nastywoman rosie"
0,"nevertrump trumpsajoke lovetrumpshate trumptrain asshole fucktrump dumbdonald"
-2,"lol shock use foundation fund hack filmmaker jamesokeefe housegop senategop hrc"
0,"zitat freitag balzac über selbstsucht gutenmorgen politik bücher"
-1,"charade give illusion choice elect"
-1,"avanconia much interpretation need get say want electionfraud cuz hate"
0,"chavitos ya conocen al loco de pero hay alguien todavía peor joethodo ayudemos al pobre debate"
-1,"avanconia much interpretation need get say want electionfraud cuz hate"
0,"cyceoncom black american question democratic elect polit"
0,"entheosshines entheosshines war go mind google caught blocking search"
1,"become us imrankhansays accept elect result win"
-1,"avanconia much interpretation need get say want electionfraud cuz hate"
1,"vetsfordonald say erictrump behalf entire familiar honor vote let"
1,"a law let make clear world want presiden retweet"
-2,"kharyp uncle joe said may stupid know damage hes nevertrump imwithher"
1,"deccan herald total accept elect result win"
1,"man say daughter piece ass can never ever respect women uselection"
0,"entheosshines entheosshines war go mind google caught blocking search"
0,"heckled newyork elite dinner new york time alsmithdinner"
0,"doubt go laugh quit bit tonight sometimes even appropriate moment"
2,"dungeonsdonald dndfriday best campaign play tower love dming dnd dungeonmaster"
-2,"kharyp uncle joe said may stupid know damage hes nevertrump imwithher"
0,"entheosshines entheosshines war go mind google caught blocking search"
-2,"kharyp uncle joe said may stupid know damage hes nevertrump imwithher"
0,"henricoleman ohio let make happen put whitehouse need votetrump maga"
-1,"shareblue new video star little rascals women shareblue"
0,"a law evidence since beginning rallies debate poll total landslide debate"
0,"michaelmoore sorprende y estrena de la nada nueva película sobre vía fayerwayer sorpresa"
-1,"avanconia much interpretation need get say want electionfraud cuz hate"
1," damn make want commit can just thank beautiful picture"
3,"elenidjanis great night alsmithdinner great around good friend except bl"
0,"michaelmoore sorprende y estrena de la nada nueva película sobre vía fayerwayer sorpresa"
0,"get drumpf obey shirt tshirtbordello donalddrumpf"
0,"ktmgr hillaryclimton"
0,"rtamerica boombust plan video manuelrapalo edwardnh"
0,"es el enriquepeñanieto de los gringos"
1,"heart may bwith jillstein statistically win way b"
0,"a law evidence since beginning rallies debate poll total landslide debate"
-2,"sexual assault accusations karena virginia recount incident least th victim"
-1,"avanconia much interpretation need get say want electionfraud cuz hate"
1,"womenwanttrump sylvesterstallone love imwithyou"
0," alsmithdinner im glad threw shade disdain catholic"
0,"vote remove federal marijuana law let state decide"
-1,"avanconia much interpretation need get say want electionfraud cuz hate"
-1,"peterdaou new video star little rascals women"
0,"a law evidence since beginning rallies debate poll total landslide debate"
1,"sentient niknak great dailymaverick orangemenace"
-1,"boo vicious jabbing catholic dinner catholic"
-1,"avanconia much interpretation need get say want electionfraud cuz hate"
3,"great night alsmithdinner great around good friend except blew"
1,"tough day office debate"
2,"dont smile question got enough imwithher"
0,"key issueswho stand"
-1,"talk poor judgement invited malik obama debate muslim hamas sympathiser duh"
-1,"zestyleftwing hombre special mexican restaurantes hilarious mock donaldtrumpdriven racism"
0,"ahavah stephenathome pussies grab us lssc"
0,"key issueswho stand"
-1,"scandalsrus vote vote corruptoldmedia desperately triangles get vote hillaryclint"
-1,"zestyleftwing hombre special mexican restaurantes hilarious mock donaldtrumpdriven racism"
0,"mepfuller always ass"
-2,"kharyp uncle joe said may stupid know damage hes nevertrump imwithher"
0,"ohhhhh heckkkk nawwww lol"
1,"emekagift hebron purim brussels belgium holi work home biafra un"
-1,"zestyleftwing hombre special mexican restaurantes hilarious mock donaldtrumpdriven racism"
1,"vetsfordonald say erictrump behalf entire familiar honor vote let"
0,"key issueswho stand"
-1,"hombre special mexican restaurantes hilarious mock donaldtrumpdriven racism"
1,"wow half scarerhetoric medonaldtrump say hell accept elect result win via nbcnightlynews"
0,"final watch alsmithdinner go seen comedyroasts less heat"
1,"a law let make clear world want presiden retweet"
0,"stephenathome pussies grab us lssc"
-1,"avanconia much interpretation need get say want electionfraud cuz hate"
0,"doubt go laugh quit bit tonight sometimes even appropriate moment"
-2,"silence leadership undermines electoral process unacceptable"
1,"a law let make clear world want presiden retweet"
0,"vicitrue wowowoe roast alsmithdinner see u behind magax dtmag catholic"
0,"question tweeps guy sit left screen behind podium tonight alfredesmith imwithher"
-1,"adriannichols fan use deplorable name now theyre use kgb comrade everyone"
0,"outlookindia trumpaboard nation polit director step back campaign uselection"
1,"realdjtrumpteam simple won debate"
1,"mkspeakshismind alsmithdinner one vote right brag least im throwing vote"
0,""
0," presidential chance near housegop senategop hrc"
-2,"kharyp uncle joe said may stupid know damage hes nevertrump imwithher"
0,"happen reviewed book trumpbookreport answer"
0,"cajunkangaroo just threw kitchen sink alsmithdinner fantastic"
0,"dollemore isis nothing worried bomber happen right now alsmithdinner"
1,"a law let make clear world want presiden retweet"
0,"cajunkangaroo just threw kitchen sink alsmithdinner fantastic"
0,"outlookindia trumpaboard nation polit director step back campaign uselection"
-1,"avanconia much interpretation need get say want electionfraud cuz hate"
0,"wreckless internal negotiator imwithher"
0,"everything said alsmithdinner absolute truth heard liberal left boo"
-1,"peterdaou new video star little rascals women"
0,"trumpaboard nation polit director step back campaign uselection"
-2,"braces loss massive historic perhaps largest us historic loser"
-1,"avanconia much interpretation need get say want electionfraud cuz hate"
-1,"seankirst column thebuffalonews donaldtrumpdriven harsh word women joeehrmann see teachablemoment young men"
-1,"peterdaou presiden obama scorches republican year toxic polit"
-1,"realdoctorwhite illegal alien soccer coach arrested molesting young boy texas"
0,"vividly defended idea lateterm partial birth abortion boldly took st"
0,"doubt go laugh quit bit tonight sometimes even appropriate moment"
-1,"peterdaou new video star little rascals women"
1,"win corn corn donalddump elect choose"
0,"give due funnier alsmithdinner"
1,"vetsfordonald say erictrump behalf entire familiar honor vote let"
-2,"antoniquesmith brain refusal accept elect im wait someone say april fool"
0,"electoralsystem "
0,"heckled newyork elite dinner"
0,"vividly defended idea lateterm partial birth abortion boldly took st"
-1,"avanconia much interpretation need get say want electionfraud cuz hate"
0,"elsoldesnjuan espectáculos salmahayek envía polémico saludo"
1,"a law let make clear world want presiden retweet"
0,"rtamerica boombust plan video manuelrapalo edwardnh"
2,"promise accept elect result november win"
0,"boombust plan video manuelrapalo edwardnh"
0,"espectáculos salmahayek envía polémico saludo"
-1,"official asshole norespect racism"
0,"elect"
0,"raised spectre imposter presiden"
2,"nikshmatko win directly white house please repost thank friend maga"
1,"mkspeakshismind alsmithdinner one vote right brag least im throwing vote"
-2,"silence leadership undermines electoral process unacceptable"
-1,"kharyp bet blame mic debate"
2,"vicitrue wowzers im still awe fantastic want bodyguards next alsmithdinner votetrump"
1,"emmemmess look like entire hillbot followfor wethepeople joinordie"
0,"uselection washington"
1,"alsmithdinner one vote right brag least im throwing vote away total"
-2,"kharyp uncle joe said may stupid know damage hes nevertrump imwithher"
0,"lol therealdonaldtrump font now serious"
-1,"kharyp bet blame mic debate"
-1,"peterdaou new video star little rascals women"
-1,"nightbeattv pm nightbeat cbssf kbcwtv question lose elect looms debate last night"
-1,"nightbeattv pm nightbeat cbssf kbcwtv question lose elect looms debate last night"
-1,"nightbeattv pm nightbeat cbssf kbcwtv question lose elect looms debate last night"
-1," yeropinion human form cancer"
1,"vetsfordonald say erictrump behalf entire familiar honor vote let"
0,"stillkhaleesi parents come sunday lunch need act civil"
0,"marcorubio shame support por eso yo admiro rosariomarin una mujer con di"
1,"a law let make clear world want presiden retweet"
0,"vividly defended idea lateterm partial birth abortion boldly took st"
1,"accept result presidential elect win"
0,"leave get boo alsmithdinner always lightheartened event elect"
-1,"zeenews exchange acid joke new york dinner"
1,"a law let make clear world want presiden retweet"
-1,"peterdaou new video star little rascals women"
-2,"donaldtrumpdriven defiance seen colossal mistake threatened us image new york time elect"
0,"nastywoman nastygirl dumptrump"
-2,"silence leadership undermines electoral process unacceptable"
0,"etraditionalist donaldtrumpdriven jewish soninlaw jaredkushner talk set tv us elect"
0,"yep stolethis"
-2,"silence leadership undermines electoral process unacceptable"
0,"betocarles yo quiero el beerpack de beerhousemex donaldelquelolea"
-1,"peterdaou new video star little rascals women"
1,"vetsfordonald say erictrump behalf entire familiar honor vote let"
-1,"avanconia much interpretation need get say want electionfraud cuz hate"
-1,"mygrgirls lose big everyday slippingthe college poll dont show million vote"
0,"uselection presidentialdebatee"
1,"trumpbigly success"
0,"y convierten una gala benéfica en el debate presidencial más ácido los noticiastweets"
0,"much interpretation need get say want electionfraud cuz"
0,"y convierten una gala benéfica en el debate presidencial más ácido los sevillanews"
0,"vicitrue wowowoe roast alsmithdinner see u behind magax dtmag catholic"
0,"starboardmaiden nah business avoiding tax n grab pys reson deep sniffing"
0,"stream janetjackson soar percent followfor trumpaboard onstage remark"
0,"debate theapprentice ohvotesearly"
2,"vicitrue wowzers im still awe fantastic want bodyguards next alsmithdinner votetrump"
0,"rtamerica elect video newswithed budjackson"
1,"arrow boooooooos room alsmithdinner well deserve hes funnier maddow"
-2,"mrblackcat break news another woman went public storiche unwanted physical contact name karinav"
-2,"kharyp uncle joe said may stupid know damage hes nevertrump imwithher"
0,"sumohan nydn editorial bds polit obit ampall stand demagogue orangehitler"
1,"a law let make clear world want presiden retweet"
-1,"hombre special mexican restaurantes hilarious mock donaldtrumpdriven racism"
1,"vetsfordonald say erictrump behalf entire familiar honor vote let"
1,"vetsfordonald say erictrump behalf entire familiar honor vote let"
-1,"amjoyshow reidersretweet shock manishmalhotra religious conservative voter still support"
1,"funnier line melania speech got dug even deeper humor nastywoman alsmithdinner"
0,"bettemidler sez im replied youre damn right im"
1,"vetsfordonald say erictrump behalf entire familiar honor vote let"
0,"retweet paco valdés pacovaldesmx barackobama piensa es peligroso para la democracia si"
0,"pacovaldesmx barackobama piensa es peligroso para la democracia si acepta una derrota en la elección nota htt"
-1,"ctlss djtdonaldtrump boo ny dinner say hate catholic watch via"
1,"ldyguin truth set us free debate trumpbookreport thursdaythoughts"
-1,"peterdaou new video star little rascals women"
-1,"still sure hes least racist person youve ever met"
-2,"sick fuk presiden register sex offend"
0,"rtamerica elect video newswithed budjackson"
0,"barackobama piensa es peligroso para la democracia si acepta una derrota en la elección nota"
0,"yeseradriel vote presiden retweet poll dailypoll elect"
0,"cajunkangaroo just threw kitchen sink alsmithdinner fantastic"
0," delivered zingers trumpaboard face elect"
-1,"zeenews exchange acid joke new york dinner"
-1,"peterdaou new video star little rascals women"
0,"hillaryclimton"
-4,"violent word assault women matter shame elect official made excuse"
-2,"surrogates disgust refusal listen cnn nevertrump"
1,"kuhoang black female exec step forward bombshell can longer remain silent watch mark simone"
0," state"
1,"vetsfordonald say erictrump behalf entire familiar honor vote let"
0,"mikesington know familiar moment silence honor death donaldtrumpdriven presiden"
0,"now claim world serial rig guy outta mind everythingisrigged"
1,"eldoncloudtrump won rd us presidential debate debate hillaryc"
-1,"zeenews exchange acid joke new york dinner"
1,"vetsfordonald say erictrump behalf entire familiar honor vote let"
0,"doubt go laugh quit bit tonight sometimes even appropriate moment"
1,"a law let make clear world want presiden retweet"
-1,"zeenews exchange acid joke new york dinner"
-2,"question usa electoral corrupt shock isnt establishment empowered never question"
-1,"jameshaning fact given us detailed plan sexual assault women fight isis"
-1,"exchange acid joke new york dinner"
-2,"washtimes mercedes schlapp say donaldtrumpdriven voterfraud concerned ignorance elect"
0,"elcomercio michelle obama sobre se puede dejar en suspenso la democracia"
0,"hamptonts albundyrocks presidentialelection hilaryclinton marriedwithchildren"
0,"purplehullpea recall grandmother long cigarette say money doesnt buy class think w"
-1,"nightbeattv pm nightbeat cbssf kbcwtv question lose elect looms debate last night"
0,"torstareditor ddale toronto star front page friday just suggestion"
0,"control owned reason never vote always maga"
0," egged never learn discipline use get away"
0,"mikesington know familiar moment silence honor death donaldtrumpdriven presiden"
-1,"peterdaou new video star little rascals women"
0,"trumpaboard nation polit director step back campaign"
0,"janetjackson debate"
-2,"braces loss roiled refusal accept elect result us stripes"
0,"watch roast thealfredesmith memorialdinner"
0,"spoke short sentence avg word per sentence level understood typical th grader"
2," roast polit billclinton speech girl sexism hot attractive"
-1,"elect rig decades can pretend doesnt happen riggedelection trumppence"
-2,"washtimes mercedes schlapp say donaldtrumpdriven voterfraud concerned ignorance elect"
1,"kudos go front room full liberal ball tell truth maga"
1,"usamindjob proven little class actually alsmithdinner"
2,"trumpapproved please make support proud alsmithdinner"
-1,"thing accusations immigrant mangling english language better list big badhombre"
0,"vividly defended idea lateterm partial birth abortion boldly took st"
-2,"burn hell"
1,"vetsfordonald say erictrump behalf entire familiar honor vote let"
0,"correydilo barbaro es una nueva edición de hugochavez dice reconocerá las elecciones presidencial solo si él"
1,"vetsfordonald say erictrump behalf entire familiar honor vote let"
0,"mundoecpe michelleobama se puede dejar en suspenso la democracia"
-1,"peterdaou new video star little rascals women"
-3,"completa destroy lie exposed directly rd debate hillaryforprison deplorable"
0," delivered zingers trumpaboard face elect"
0," alsmithdinner im glad threw shade disdain catholic"
-1,"peterdaou new video star little rascals women"
0,"fraynelson es triste sea lo mejor pudo producir el sistema politico norteamericano para enfrentar una abortista"
0,"reason pick mikepence vppick"
-2,"silence leadership undermines electoral process unacceptable"
0,"invoke berniesanders vine cnnpolitics"
0,"zakiscorner got laugh accident last three debate purpose tonight alsmithdinner fb"
-1,"perezhilton say hell total accept elect result win watch delusional speech"
-1,"im lie triangles fall asleep keep think defeat humiliated goes"
-1,"peterdaou new video star little rascals women"
-2,"clintonkaine trumppence new truman give hell say truth hell"
0,"vote presiden retweet poll dailypoll elect"
-1,"perezhilton say hell total accept elect result win watch delusional speech"
0,"doubt go laugh quit bit tonight sometimes even appropriate moment"
0,"electionthis snldebatee funnier badhombre huh porque señor lol"
-1,"dream putin bitch losertrump classlesssob pervtrump scamking"
-1,"pm nightbeat cbssf kbcwtv question lose elect looms debate last night veronicadlcruz"
1,"total accept elect result win jdiamond report"
0,"elect video newswithed budjackson"
1,"a law let make clear world want presiden retweet"
1,"slick move embarrassed wife roast alsmithdinner republican"
0,"adriannichols poor giuliani thought go ride right white house now hes just"
0,"johnrmoffitt disqualifies serves capacity"
0,"donaldtrumpdriven entire speech alsmithdinner video cnn"
1,"total accept elect result win uselection"
0,"got laugh accident last three debate purpose tonight alsmithdinner fb"
1,"a law let make clear world want presiden retweet"
0,"elinformantemx comparten cena de caridad hilaryclinton y en nueva york un día después de su último debate"
0,"bettemidler sez im replied youre damn right im"
0,"shakestweetz read one thing write elect make"
-3,"syedmahmood donaldtrumpdriven elect rig comment vile poisonous polit hes even worse robert m"
-1,"even animals danger usa november"
0,"donnazoll standpoint good ya triangles hillaryclintonforpresident joke "
-1,"theomoudakis putin puppet friday cartoon torontostar"
-2,"wrong mosul attack expert say"
0,"dailypollsx vote presiden retweet poll dailypoll elect"
0,"cut tax tech billionaire support lifesaving selfdriving cards vote literally kill people"
0,"dianea just guest contributor "
-1,"habituallinestepper fan use deplorable name now theyre use"
0,"fraynelson es triste sea lo mejor pudo producir el sistema politico norteamericano para enfrentar una abortista"
-1,"peterdaou new video star little rascals women"
1,"black female exec step forward bombshell can longer remain silent watch mark simone"
1,"vetsfordonald say erictrump behalf entire familiar honor vote let"
-1," accept challenge overwhelming vote potus bc clear insane imwither"
0,"pollgays vote debate democratic republican lgbt lgbtq"
0,"a law evidence since beginning rallies debate poll total landslide debate"
0,"dailypollsx vote presiden retweet poll dailypoll elect"
-1," im far concerned actions may say maga"
0,"idea say business watch maria bartiromo thecleave whythegloves alsmithdinner"
-1,"womennmedia yup got punk senategop housegop vote blue ballot end business usuall"
0,"second best part lose elect listen interview w chattering turnips red ball cap"
1," alsmithdinner nyc say humor horse one putin ride around"
-1,"movietvtechgeek true false claim rd debate movietvtechgeek"
-2,"kharyp uncle joe said may stupid know damage hes nevertrump imwithher"
-2,"kharyp uncle joe said may stupid know damage hes nevertrump imwithher"
1,"just saw amazon latex mask realistic jesster via amazon halloween"
-1,"erictrump behalf entire familiar suck erictrump familyoffrauds"
0," alsmithdinner im glad threw shade disdain catholic"
-1,"peterdaou new video star little rascals women"
-2,"stage belong still singing sadsong somanyclips hepuckers hislips leans lie say wrong"
-4,"newtgingrich fat retard paid make stupid redneck paranoid"
0,"can answer found two longstanding american traditions uselection"
2,"nikshmatko win directly white house please repost thank friend maga"
0,"vividly defended idea lateterm partial birth abortion boldly took st"
0,"analyzing twitter reaction presidential debate odsc datascience"
0,"doubt go laugh quit bit tonight sometimes even appropriate moment"
0,"nydn editorial bds polit obit ampall stand demagogue orangehitler nevertrump"
-1,"peterdaou new video star little rascals women"
0,"mhonividente prediccioncumplida aceptaría su derrota"
0,"a law ran material heres kitten leahr sandratxas shelbz"
-1,"shake hand final debate politicalfoods trumpbookreport"
0,"presentan nueva acusaciones de agresiónsexual contra"
0,"re mi fa vote"
0,"islamophobia muslimsreport"
0,"jujuonthatbeat youyodaddyson"
-1,"urbanmagazine dl hughley don king idiot defended dlhughley donking"
0,"cajunkangaroo just threw kitchen sink alsmithdinner fantastic"
1,"definitely entertaining presidential candidacy ever ive never loled much watch presidentialdebatee"
0,"louis ck say hitler"
-1,"unconstitutional retrial elect sarcastictweet butreally elect"
2,"socialpowerone well tonight alsmithdinner funnier respect presidential got boo"
-2,"wonder horrible brat child tantrum didnt get way"
0,"elcomercio y intercambian bromas en cena de caridad fotos"
-2,"silence leadership undermines electoral process unacceptable"
-2,"kharyp uncle joe said may stupid know damage hes nevertrump imwithher"
1,"vickybrush heart love care familiar children vote potus"
0,"elcomercio y intercambian bromas en cena de caridad fotos"
1,"a law let make clear world want presiden retweet"
1,"a law let make clear world want presiden retweet"
1,"vetsfordonald say erictrump behalf entire familiar honor vote let"
0,"drmom boo al smith dinner comment thats first historic dinner"
1,"can point donaldtrumpdriven deplorable support can trust point immigrant terrorist"
0,"cajunkangaroo just threw kitchen sink alsmithdinner fantastic"
-1," mil people decide dumb dumber elect"
-1,"washtimes inside beltway ivanka say father never lie american people"
1,"sevenwest rromnija just threatened implied cranial capacity standards havent won yet real men still exist n"
0,"roast zingers"
0,"debate opinion debate hilaryclinton theusalosttoday"
0,"theherd drewspevak bjandjamie bjharrisradio jaamiewhite lol hahaha meme"
0,"nikshmatko makeamericagreatagain work can use us presiden fight evil"
0," delivered zingers trumpaboard face elect"
-2,"nazi damndaniel fnaf offensive cringe dankmemes nicememe animals vine doctorcringe"
0,"retweet el comercio elcomercio y intercambian bromas en cena de caridad"
-1,"ok im done statue cnn presiden roast joke dinner"
0,"elcomercio y intercambian bromas en cena de caridad fotos"
1,"vetsfordonald say erictrump behalf entire familiar honor vote let"
-7,"morintoon spoiled brat vile rude dishonest contempt fool morintoon elect debate"
0,"jkrowling usppl just ahuge releif worstever cacaphonyampmudslinging presidential campaign debate"
0,"barackobama posición de de reconocer derrota es peligrosa"
-1,"michaelblackson think everything rig except dead beaver head"
0,"mhonividente prediccioncumplida aceptaría su derrota"
-1,"rip babies womb partialquote"
1,"anamaalvarado con un humor muy mexicano salmahayek le mandó est mensaje fotos"
0," alsmithdinner im glad threw shade disdain catholic"
2,"nikshmatko win directly white house please repost thank friend maga"
0," expert big actually real word debate debate badhombre suchanastywoman"
1,"vetsfordonald say erictrump behalf entire familiar honor vote let"
1,"wow just occurred never seen laugh think smirks never laugh elect"
0,"a law evidence since beginning rallies debate poll total landslide debate"
0,"y intercambian bromas en cena de caridad fotos"
-2,"silence leadership undermines electoral process unacceptable"
1,"wud happen went internal summit women head state hesaidwhat bigmamasaid respect beatdown sexism"
0,"recall grandmother long cigarette say money doesnt buy class think talk"
0,"doubt go laugh quit bit tonight sometimes even appropriate moment"
0,"delivered zingers donaldtrumpdriven face gosugurus"
0," stuff imagine control nsa wired"
1,"rromnija just threatened implied cranial capacity standards havent won yet real men still exist "
-4,"sick polit shit fuck loser hilaryclinton isnt better either way fuck care"
0,"slth roast zingers elect"
0,"slth delivered zingers trumpaboard face elect"
0,"cajunkangaroo just threw kitchen sink alsmithdinner fantastic"
0," just got bern bernie final stabbed back "
1,"hollywoodblvd unitehere sisepuede can defeat strongertogether lovetrumpshate nevada n"
1,"support whos gonna pay wall trumppence"
0," just got bern bernie final stabbed back "
0,"roughsketch trumpaboard melaniatrumpofficial donalddrumpf"
-2,"lengths hate fill prosperity doctrine spewing christian drones go support selfish sociop"
-2,"kharyp uncle joe said may stupid know damage hes nevertrump imwithher"
0,"pollspolitics funnier alsmithdinner debate debate makeamericagreatagain"
-1,"bigdaddyskyler yo sht got weak"
2,"trumpapproved please make support proud alsmithdinner"
2,"nikshmatko win directly white house please repost thank friend maga"
0,"dailypollsx vote presiden retweet poll dailypoll elect"
0,"balleralert vs"
-2,"pittgriffin much anger hurt kid just turn dinner screed "
-1,"donaldtrumpdriven contempt democracia"
-1,"bigdaddyskyler yo sht got weak"
-1,"cringe alsmithdinner speech messyboots"
0,"pollspolitics funnier alsmithdinner debate debate makeamericagreatagain"
0,"nfojud mikepence rallies abq elect dailylobo"
0,"elcomercio y intercambian bromas en cena de caridad fotos"
1,"even dont like one love shirt savage huhlarious"
1,"vetsfordonald say erictrump behalf entire familiar honor vote let"
2,"democratic super delegates republican dont also enough said"
1,"a law let make clear world want presiden retweet"
1,"afrogumofficiai absolute best thing ever seen lmfaooo hillaryvstrump"
0,"fraynelson es triste sea lo mejor pudo producir el sistema politico norteamericano para enfrentar una abortista"
0,"uselection presidentialdebatee"
2,"nikshmatko win directly white house please repost thank friend maga"
1,"a law let make clear world want presiden retweet"
1,"a law let make clear world want presiden retweet"
0," alsmithdinner im glad threw shade disdain catholic"
0,"actually thought ok michael richards alsmithdinner"
1,"a law let make clear world want presiden retweet"
1,"a law let make clear world want presiden retweet"
0,"a law evidence since beginning rallies debate poll total landslide debate"
1,"vetsfordonald say erictrump behalf entire familiar honor vote let"
0,""
0,"bbcworld drumpf tuxedo make man manners maketh man usa godems"
0,"a law evidence since beginning rallies debate poll total landslide debate"
-2,"silence leadership undermines electoral process unacceptable"
1,"a law let make clear world want presiden retweet"
1,"a law let make clear world want presiden retweet"
-2,"islam problem vile ideology wahhabism salafism know jack s"
1,"a law let make clear world want presiden retweet"
-1,"logandozier therealdonaldtrump difference immigrant alien get shit straight "
1,"latest honduras thank crimpapers greelyb paulhdavis"
-1,"im dead shade yas alsmithstatedinner"
1,"a law let make clear world want presiden retweet"
-2,"silence leadership undermines electoral process unacceptable"
1,"a law let make clear world want presiden retweet"
0,"dhnlove hot news valentino rossi crash motegi japan japanesegp giveme mm vr"
0,"royalflushiwin strongwomen enoughisenough strongertogether expectus votebluedowntheticket imwithher"
0,"regram mortikalacrosse mimisoltysik republican democratic"
0,"cajunkangaroo just threw kitchen sink alsmithdinner fantastic"
0,"classic pathetic full hilaryclinton alfred e smith memorial founda via youtube"
-1,"peterdaou new video star little rascals women"
0,"dreamz understand makeamericagreatagain maga trumptra"
0,"donpringao quién es soy yo viendo buscar ti ya es tarde hilaryclinton felizlunes diamundialsaludm"
0,"a law evidence since beginning rallies debate poll total landslide debate"
1,"proud one theafricanamericans debate"
-1,"sneezed exact time cover media coverage outrage bignews news "
0,"vividly defended idea lateterm partial birth abortion boldly took st"
-1,"fan use deplorable name now theyre use kgb comrade everyone else unamerican"
-2,"symptom us larger problem write girishkuber indianexpress"
-1,"exchange acid joke newyork dinner"
0,"maryannsiegel guillermo jimmykimmel wear badhombre baseball cap"
-1,"accusations dnc chair donnabrazile give question"
0,"katehones elecciones presidencial de estadosunidos el significado de una farsa hillaryclint"
-1,"peterdaou presiden obama scorches republican year toxic polit"
1,"ezkool keith olbermann delivered message support video ezkool p tcot"
0,"a law evidence since beginning rallies debate poll total landslide debate"
-4,"horrible watch get disgust day danger democracia danger care"
2,"video demo usa democracia best make great"
0,"donaldtrumpdriven campaign turn travelers new hotel newtrumphotel patclarke"
0,"presidentialelection"
-1,"sense ivankatrump stood father say comment offensive duh"
0,"nikshmatko makeamericagreatagain work can use us presiden fight evil"
-1,"yup got punk senategop housegop vote blue ballot end business"
-1,"anchetom hanks contro le sue frasi mi offendono come uomo"
0,"pollspolitics funnier alsmithdinner debate debate makeamericagreatagain"
0,"watch make ass dinner elect"
2,"let put giant bubble around westvirginia let control whats inside rest us get win win us"
0,"a law evidence since beginning rallies debate poll total landslide debate"
-2,"kharyp uncle joe said may stupid know damage hes nevertrump imwithher"
0,"wrhmikerivero therealdonaldtrump teamtrump spiegel updated info"
-2,"silence leadership undermines electoral process unacceptable"
-2,"silence leadership undermines electoral process unacceptable"
0,"nikshmatko makeamericagreatagain work can use us presiden fight evil"
0,"y intercambian bromas en cena de caridad fotos"
0,"understand makeamericagreatagain maga trumptrain trumpnation"
1,"a law let make clear world want presiden retweet"
1,"a law let make clear world want presiden retweet"
0,"cajunkangaroo just threw kitchen sink alsmithdinner fantastic"
0,"nfojud mikepence rallies abq elect dailylobo"
0,"just turn dinner screed "
0,"bettemidler sez im replied youre damn right im"
-1,"etcanada walked interview question racist sexist comment"
0,"a law evidence since beginning rallies debate poll total landslide debate"
-1,"josephmagi problem danneywilliams vote psychic"
0,"spouting theories uselection rig true b play live"
1,"karlfrisch look like figure tweet one account"
1,"vetsfordonald say erictrump behalf entire familiar honor vote let"
0,"shakestweetz read one thing write elect make"
1,"vetsfordonald say erictrump behalf entire familiar honor vote let"
-3,"syedmahmood donaldtrumpdriven elect rig comment vile poisonous polit hes even worse robert m"
2,"nikshmatko win directly white house please repost thank friend maga"
0,"glitterandbokeh mainstreammedia report bias hilarious podestaemails"
0,"woacomicss describe describe two word"
-1,"cyrusmmcqueen just presiden think unqualified lot thing"
1,"allenclifton yes thats say nation secure agencies expert dont know theyre talk"
1,"a law let make clear world want presiden retweet"
1,"a law let make clear world want presiden retweet"
-3,"allenclifton record refusal rebuke russia cyber attack american"
-1,"peterdaou new video star little rascals women"
1,"vetsfordonald say erictrump behalf entire familiar honor vote let"
0,"someone need start petition texas secede whenever become presiden presidentialelection"
1,"gon lose presidentialelection gonna win good bad idc dat bihh betta good job tho"
1,"vetsfordonald say erictrump behalf entire familiar honor vote let"
0,"nfojud mikepence rallies abq elect dailylobo"
2,"intelligence agencies agree let guess youre support"
-1,"howitzerdoogie come time new podestaemails release created media around dumb statement pu"
1,"a law let make clear world want presiden retweet"
0,"allenclifton someone might want tell abortion last day pregnancy call debate"
1,"a law let make clear world want presiden retweet"
1,"allenclifton just say support abortion even last day aka date"
-7,"morintoon spoiled brat vile rude dishonest contempt fool morintoon elect debate"
